epoch,dice_coef,iou,loss,lr,precision_18,recall_18,val_dice_coef,val_iou,val_loss,val_precision_18,val_recall_18
0,0.2704806923866272,0.16203977167606354,0.7295191884040833,0.001,0.16344726085662842,0.973239541053772,0.3359127640724182,0.20986156165599823,0.664087176322937,0.20986156165599823,1.0
1,0.27311456203460693,0.1638343334197998,0.7268853187561035,0.001,0.1638343334197998,1.0,0.3359127640724182,0.20986156165599823,0.664087176322937,0.20986156165599823,1.0
2,0.27311456203460693,0.1638343334197998,0.7268853187561035,0.001,0.1638343334197998,1.0,0.3359127640724182,0.20986156165599823,0.664087176322937,0.20986156165599823,1.0
3,0.27311456203460693,0.1638343334197998,0.7268853187561035,0.001,0.1638343334197998,1.0,0.3359127640724182,0.20986156165599823,0.664087176322937,0.20986156165599823,1.0
4,0.27311456203460693,0.1638343334197998,0.7268853187561035,0.001,0.1638343334197998,1.0,0.3359127640724182,0.20986156165599823,0.664087176322937,0.20986156165599823,1.0
